ETITLE:      TS           BOND          ANGLE          DIHED          IMPRP               ELECT            VDW       BOUNDARY           MISC        KINETIC               TOTAL           TEMP      POTENTIAL         TOTAL3        TEMPAVG            PRESSURE      GPRESSURE         VOLUME       PRESSAVG      GPRESSAVG
ENERGY:      97       237.1211       149.8595         0.0000         0.0000          -5993.7274       789.2667         0.0000         0.0000         0.0000          -4817.4801         0.0000     -4817.4801     -4817.4801         0.0000           2404.2694    -10185.2694     23823.1240      2404.2694    -10185.2694
ENERGY:      98       237.2091       149.8522         0.0000         0.0000          -5997.0912       787.8273         0.0000         0.0000         0.0000          -4822.2025         0.0000     -4822.2025     -4822.2025         0.0000           2372.3298    -10229.7408     23823.1240      2372.3298    -10229.7408
ENERGY:      99       237.3084       149.8479         0.0000         0.0000          -6000.7126       786.4296         0.0000         0.0000         0.0000          -4827.1266         0.0000     -4827.1266     -4827.1266         0.0000           2340.1011    -10275.5144     23823.1240      2340.1011    -10275.5144
ENERGY:     100       237.4005       149.8369         0.0000         0.0000          -6004.5347       785.0989         0.0000         0.0000         0.0000          -4832.1984         0.0000     -4832.1984     -4832.1984         0.0000           1395.8736      2135.7571     23823.1240      1395.8736      2135.7571
ENERGY:     101       237.5041       149.8289         0.0000         0.0000          -6008.5386       783.8293         0.0000         0.0000         0.0000          -4837.3763         0.0000     -4837.3763     -4837.3763         0.0000           1368.1756      2103.8585     23823.1240      1368.1756      2103.8585
ENERGY:     102       237.6038       149.8099         0.0000         0.0000          -6012.6320       782.6480         0.0000         0.0000         0.0000          -4842.5702         0.0000     -4842.5702     -4842.5702         0.0000           1341.7989      2072.9747     23823.1240      1341.7989      2072.9747
ENERGY:     103       237.7161       149.7940         0.0000         0.0000          -6016.7775       781.5677         0.0000         0.0000         0.0000          -4847.6997         0.0000     -4847.6997     -4847.6997         0.0000           1316.0357      2043.5280     23823.1240      1316.0357      2043.5280
ENERGY:     104       237.8289       149.7628         0.0000         0.0000          -6020.8653       780.6125         0.0000         0.0000         0.0000          -4852.6610         0.0000     -4852.6610     -4852.6610         0.0000           1292.4155      2016.2774     23823.1240      1292.4155      2016.2774
ENERGY:     105       237.9561       149.7349         0.0000         0.0000          -6024.8582       779.8199         0.0000         0.0000         0.0000          -4857.3473         0.0000     -4857.3473     -4857.3473         0.0000           1270.2765      1991.9302     23823.1240      1270.2765      1991.9302
ENERGY:     106       238.0876       149.6881         0.0000         0.0000          -6028.6345       779.1969         0.0000         0.0000         0.0000          -4861.6619         0.0000     -4861.6619     -4861.6619         0.0000           1251.5054      1970.9206     23823.1240      1251.5054      1970.9206
ENERGY:     107       238.2364       149.6450         0.0000         0.0000          -6032.1804       778.8170         0.0000         0.0000         0.0000          -4865.4820         0.0000     -4865.4820     -4865.4820         0.0000           1235.2783      1954.2523     23823.1240      1235.2783      1954.2523
ENERGY:     108       238.3920       149.5804         0.0000         0.0000          -6035.3743       778.6431         0.0000         0.0000         0.0000          -4868.7589         0.0000     -4868.7589     -4868.7589         0.0000           1223.4984      1941.5792     23823.1240      1223.4984      1941.5792
